tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,Review_1,Review_2,Review_3
Earth Science,298,Cornell University,Chris,,Andronicos,1570051,4,good,TEACHER,PROFESSOR,3.7,5.0,5.0,,"This course is lecture-heavy, but he is very willing to help you out. Be ready to memorize a whole bunch of minerals.",None,"Cool, easygoing guy. Moves quickly through lectures but puts all of the slides on blackboard. It can be difficult to figure out which information you need to know for the exams but if you're good at memorization and not so good at science then this is the class for you."
English,298,Cornell University,Kristen,,Angierski,2201815,6,good,TEACHER,PROFESSOR,4.5,5.0,5.0,,Very interesting prof if you are among those who wish to read fiction about climate change.,Ms. A is a really good teacher. Be sure to take her class if you get the chance.,"Kristen is incredibly thoughtful, intelligent, sassy, and well spoken, and makes the effort to relate course content to other topics/ current events. Her passion for feminism and climate change shines through and is truly inspiring. Most importantly, she really cares about her students and doesn't hesitate to go the extra mile for them. Recommend!!"
Architecture,298,Cornell University,Sarosh,,Anklesaria,2510560,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
German,298,Cornell University,Horakova,,Anna,1699431,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,,"Fantastic teacher. Fostered interest about the subject, provided timely and extensive feedback, taught a lot. Liberal towards different perspectives, and compassionate at times of trouble (midterms oh no). Hit the spot with reading assignments as well! Marx, Nietzsche, Freud is definitely a class I'd take again.","Anna was an amazing instructor, she was always prepared and absolutely devoted to teaching. Always down for a conversation, she knew how to keep people interested (exceptionally rare in a philosophy FWS!) and I would most definitely take this class again. Side note, attendance is 'mandatory' but I got away with missing a few days.",
Biomedical Engineering,298,Cornell University,James,,Antaki,2583076,1,poor,TEACHER,PROFESSOR,2.0,,,,"He is a super nice guy, but the work we did in this class was time consuming and useless. Instead of actually designing for senior design we completed a bunch of awful homeworks. I dreaded this class every week. If the type of work he gave us is what being an engineer is like, I think I may get an MBA instead.",,
Engineering,298,Cornell University,Brad,,Anton,1133949,6,good,TEACHER,PROFESSOR,4.0,5.0,5.0,,"hes rude and arrogant, youll learn, but youll be dealing with a condescending guy with no tact or ability to see outside his own ego","His notes are very clear and organized. The homeworks tend to be very tedious and annoying, you must go to office hours to fish out how to do the problems from the TAs. Prelims were very challenging.","Amazing professor. Very organized, gives difficult problem sets and prelims but you actually feel like you learn. This guy is a genius."
Engineering,298,Cornell University,Tatiyana,,Apanasovich,520184,11,average,TEACHER,PROFESSOR,3.2,4.0,4.0,,The moment the course moved into more conceptually difficult territory Apanasovich pretty much became incoherent. But she was still really helpful and often dedicated entire classes to explaining concepts about which students expressed confusion. It also doesn't hurt that she's extremely attractive...,"This professor was very soft spoken, and awful in her teaching methods. Her PowerPoints were useless, and exams were extremely hard. Avoid this professor unless you want to ruin your GPA.","Prof Apanasovich is hard to follow at times. She gives good tests, not many homeworks, fair.  What really helps to get through the class are her looks, she is hot in a quirky, nerdy kind of way."
Linguistics,298,Cornell University,Helena,,Aparicio,2790865,0,zero,TEACHER,PROFESSOR,N/A,,,,,,
History,298,Cornell University,Ronald,,Appelgate,1171082,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,,"pretty fair grader, people got through the class with B+/A- without doing the readings. really nice man.  tries to crack jokes.  very accessable. says the words ""essentially"" ""striking"" and ""emphasize"" a lot.  a really great teacher",,
Music,298,Cornell University,Catherine,,Appert,1891360,4,average,TEACHER,PROFESSOR,2.9,5.0,5.0,,She was incredibly disorganized and difficult to understand.,Fun and interesting class; you'll learn a lot about African history and culture while doing some cool music workshops. Professor clearly enjoys teaching the course  and is always available to help you improve your papers and assignments.,"Good professor, always enthusiastic, and very approachable.  Clearly enjoys the subject matter, and always responds quickly to questions and concerns."
Business,298,Cornell University,Ron,,Applegate,267955,24,good,TEACHER,PROFESSOR,4.3,5.0,5.0,,"I took 3040 with Prof Applegate, and it was a really interesting and well-constructed course. Readings were amazing, Prof Applegate is really smart and compassionate. Only lame thing was the other students-almost all of whom clearly didn't read or care much.","P. Applegate is genuinely one of the most caring professors I've ever had. While his course is challenging and requires effort + reading, it certainly pays off. He also clearly cares about his students and their success. Definitely consider taking this class as a history distribution for ILR. Really really recommend it!","Just wanted to say that in all my time at Cornell this was one of the very few professors that I felt cared about me as a human being. The course was definitely dry and not the easiest thing ever for me, but Professor Applegate is as genuine and kind as you will find in a Cornell professor."
Veterinary Sciences,298,Cornell University,Judith,,Appleton,1223007,6,average,TEACHER,PROFESSOR,3.2,4.5,4.5,,"this woman is not a very good teacher, all of her lectures are straight out of the book. will sometimes also test random bits of information too.","very boring professor, very monotone. i thought this class would be fun and relatively easy, but it is not interesting at all. shes not a very good lecturer. basically reads right off slides, so going to class is not needed. tests are pretty fair though",Immunology was very interesting and I learned A LOT!  Appleton is one of the nicest and fairest people at Cornell (curves test to 88%) and she is very interested in her students doing well.  Guest lectures were great.  Downside is 8:30 AM in the vet school...I fell asleep a lot so reading the text was crucial to doing well.
Engineering,298,Cornell University,Alyssa,,Apsel,181677,14,average,TEACHER,PROFESSOR,3.1,4.0,4.0,,"Nice professor. She is really knowledgeable. She is helpful during office hours, but she asks you to think hard instead of giving you the answers straight out. Exams were tough, material is extremely tough. But a great class to take if you are interested in analog IC design.","Lectures weren't very stimulating. Basically followed the book word-for-word. Homework assignments and lab reports were a pain. As long as you study the material, the prelims aren't difficult.",No Comments
Biology,298,Cornell University,Chip,,Aquadro,534212,9,good,TEACHER,PROFESSOR,4.2,4.0,4.0,,fun class and kind professor.,The lectures are tedious and the take-home prelims are long and challenging. You go into them with essentially 0 understanding of how to answer and just have to sit through office hours until a TA spells out the answer for you. Ridiculous class.,"BIOMG1290 is perfect for the PBS requirement, but it's not a waste of time either. Chip is caring and invested in this class, and though he makes it easy to do well, you still learn a lot. One of the nicest professors."
