tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating,review_quality_rating,review_difficulty_rating,review_class,review
Mathematics,298,Cornell University,Allen,,Back,1000331,26,poor,TEACHER,PROFESSOR,2.2,5.0,5.0,MATH1106,"Bad professor, doesn't teach. Only went to class to answer Poll Everywhere questions. TA's are good, make them your friends. Avoid this prof. at all costs, this professor has the potential to ruin your college experience."
Economics,298,Cornell University,Matt,,Backus,1837935,2,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ECON4610,"amazing lectures, and the research proposal assignment changed the way I think about economics"
Engineering,298,Cornell University,Antje,,Baeumner,9722,26,average,TEACHER,PROFESSOR,2.7,4.0,4.0,BEE2600,"She is a nice, clear, and overall a friendly professor. Her class, however, is very poorly managed by undergrad TAs. Assignments are graded inconsistently, and some TAs know what they're doing while some don't. Exams and Case Studies were also poorly designed, and needed clarification. Good and clear teacher, but class is terribly managed."
Mathematics,298,Cornell University,Mihai,,Bailesteanu,1323256,2,good,TEACHER,PROFESSOR,4.8,5.0,5.0,MATH2210,He is the best TA you will ever have in the math department and he is very talented in math. I respect him a lot. Go Mihai!!
Computer Science,298,Cornell University,Graeme,,Bailey,172666,78,good,TEACHER,PROFESSOR,3.8,5.0,5.0,CS1110,"I really enjoyed class with Prof Bailey. I loved lecture, and enjoyed the somewhat open ended problems, since he graded them fairly according to how open ended they were. I loved the final project, and found him helpful when I chose to wait to talk to him instead of a TA. Was reasonably understanding about asking for extension."
Business,298,Cornell University,Warren,,Bailey,2209795,2,good,TEACHER,PROFESSOR,4.5,5.0,5.0,NCC5560,Amazing professor. His assignments complement his lecture and are very practical. He makes you think about real world problems. This is one of the best courses I have taken. I have a very good understanding of finance after this. Not a very heavy subject.
Communication,298,Cornell University,Diane,,Bailey,2652172,1,average,TEACHER,PROFESSOR,3.0,,,COMM1300,Prof. Bailey's Comm 1300 material contained so much terminology for the littlest things. Some discussions seemed unnecessary. Your grade was in the hands of the grader. An insightful class that takes the long way to describe how we see the world and why. Good memorization will take you far. Follow assignments to the tee.
Science,298,Cornell University,Mark,,Bain,1134053,9,good,TEACHER,PROFESSOR,4.7,5.0,5.0,NTRES435,"Highly recommended class. Mark's overview covers what you've learned in other classes in a different way. Some of his one day overviews of NTRES topics were actually better than the weeks long covering given by other professors. I don't know who called Mark ""hot,"" but the class is great. Case studies are also great. No textbook. Pencil this one in."
Agriculture,298,Cornell University,Timothy,,Baird,2651958,0,zero,TEACHER,PROFESSOR,N/A,,,,
English,298,Cornell University,Tea,,Bajraktarevic,1172109,6,good,TEACHER,PROFESSOR,4.1,5.0,5.0,ENGL2800,"Tea is the best. Really nice, and also funny. Her comments are constructive and helpful."
Engineering,298,Cornell University,Shefford,,Baker,235330,22,good,TEACHER,PROFESSOR,3.5,4.0,4.0,MSE2610,"Very knowledgeable, the course definitely provides a good preview for prospective matscis. Baker has this idea that the ideal test mean is a 50, so the tests are correspondingly difficult, but the class is curved so don't be scared. Labs and homework were pretty substantial, but they did help me learn the material better."
Mathematics,298,Cornell University,Owen,,Baker,1515246,3,average,TEACHER,PROFESSOR,3.0,4.0,4.0,MATH008B,I believe he visited my school(UC Riverside).Homework is online (Webwork) with unlimited tries. He is more than willing to stay after class or extend office hours to clarify anything. Very good professor
Computer Science,298,Cornell University,Kavita,,Bala,2148070,2,average,TEACHER,PROFESSOR,3.3,5.0,5.0,CS4670,"Really interesting lectures, easy class."
Architecture,298,Cornell University,Katia,,Balassiano,1485929,0,zero,TEACHER,PROFESSOR,N/A,,,,
Physical Education,298,Cornell University,Susie,,Ball,1515254,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,PE1100,She's extremely helpful and works so hard to teach students to swim.
Architecture,298,Cornell University,Peter,,Ballman,2352814,0,zero,TEACHER,PROFESSOR,N/A,,,,
Operations amp Information Mgmt.,298,Cornell University,Siddhartha,,Banerjee,2298621,3,poor,TEACHER,PROFESSOR,2.0,4.0,4.0,ORIE5580,"Very bad teaching skills. Unorganized lectures. Most of the time, he got confused by his own questions. Expect a lot of homework assignments. Nothing useful/substantial taught in second half of the semester. I would recommend taking ORIE 5581 if you still want to take this course unless you want to earn extra 2 credits without any efforts."
Humanities,298,Cornell University,Anindita,,Banerjee,685439,14,good,TEACHER,PROFESSOR,3.8,4.0,4.0,COML1107,"A solid choice for a FWS, readings (short stories, articles, 1-2 a week) were hit or miss on how interesting they were, and a draft for one of five essays due every Tuesday. The course is much less about the environment in a physical, sciencey nature sense and more about the general term and concept of environments."
History,298,Cornell University,Ed,,Baptist,384043,16,good,TEACHER,PROFESSOR,4.1,5.0,5.0,GOVT3431,"Professor Baptist is very knowledgeable and kind to his students. Would definitely recommend, however be prepared for tough grading."
Economics,298,Cornell University,Talia,,Bar,323893,35,good,TEACHER,PROFESSOR,3.7,4.5,4.5,ECON3130,"she does care about students! Dedicated to teaching, well organized and crystal clear. Exams are not that hard if you review previous ones. But 10 problem sets are way too much;"
Languages,298,Cornell University,Michela,,Baraldi,271154,23,good,TEACHER,PROFESSOR,4.8,5.0,5.0,ITAL2201,"I LOVE this woman more than anything in the world. She is such an amazing and kind-hearted professor, you will feel so comfortable learning Italian with her. She has very doable work and participation is key for a good grade, but it won't be hard because she is always trying to help students improve. I had her for 2201 and 2202: best classes ever!"
Mathematics,298,Cornell University,Dan,,Barbasch,391602,21,poor,TEACHER,PROFESSOR,2.3,4.5,4.5,MATH1910,"Nice guy, not a good lecturer, unfortunately. I ended up watching another professor's recorded lectures for at least half the semester."
Molecular Biosciences,298,Cornell University,Daniel,,Barbash,1983523,9,average,TEACHER,PROFESSOR,3.1,5.0,5.0,BIOMG2800,Genetics is one of the hardest classes you'll take as a bio major because you can't rely strictly on memorization - you have to consistently practice and engage with the material. Dr. Barbash is an excellent lecturer and made the concepts really clear and understandable! Prelims were difficult but nothing unexpected.
Psychology,298,Cornell University,Pat,,Barclay,768139,5,good,TEACHER,PROFESSOR,4.9,5.0,5.0,BIONB331,"Professor Barclay is one of the most interesting professors I've had at Cornell. He always fills his lectures with fascinating discussions of current research. He presents the material very logically and provides good explanations for everything he says. I am not a science major, but his explanations made perfect sense even without a bio background"
Archaeology,298,Cornell University,Dana,,Bardolph,2462000,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,ANTHR2165,Very easy to learn from and very down to earth. Also understanding and flexible with deadlines.
Human Ecology,298,Cornell University,Laura,,Barre,2411409,4,good,TEACHER,PROFESSOR,3.7,5.0,5.0,NS4410,"Lectures are dense, but the material is really interesting if you like the subject. Dr. Barre is extremely knowledgeable and kind. Tests are difficult, but a note sheet was allowed in the hybrid version of the class!"
Economics,298,Cornell University,Chris,,Barrett,263775,26,good,TEACHER,PROFESSOR,4.7,5.0,5.0,AEM2000,"This course is not hard, but it's annoying. Frankly, I don't really understand the reputation of this course. I got a good grade, but it took way too much unnecessary work. The grading is very blurry, and you are required to go to office hours to do well. The course discusses interesting topics; however, I'm not sure if it's worth the commitment."
Archaeology,298,Cornell University,Caitlin,,Barrett,1721146,8,good,TEACHER,PROFESSOR,4.7,5.0,5.0,ARKEO1702,The subject matter is super interesting and she has a strong knowledge of it. With COVID she has been by far the most understanding and helpful of all my profs - would very much recommend.
Languages,298,Cornell University,Andy,,Barrientos-Gomez,2607826,1,good,TEACHER,PROFESSOR,4.0,4.0,4.0,SPAN2090,I really enjoyed having Andy for SPAN 2090. He did a good job making it easy to participate in class and gave good feedback on Spanish skills.
Molecular Biosciences,298,Cornell University,Joeva,,Barrow,2686907,0,zero,TEACHER,PROFESSOR,N/A,,,,
Economics,298,Cornell University,Levon,,Barseghyan,278508,44,good,TEACHER,PROFESSOR,4.0,5.0,5.0,ECON3040,"Great lecturer, makes the material easy to learn through powerpointsin-depth lectures. Easy to get at least an A- if you have a tough semester, easy A if you have more time. Dont get the textbook its only used for a few problem sets. Oh and if you want to learn how to become a ForEx trader from a crazy Armenian then this is the course for you."
Languages,298,Cornell University,Estela,,Bartol Martín,2145795,3,good,TEACHER,PROFESSOR,5.0,5.0,5.0,SPAN1120,Language classes can be kinda difficult at Cornell but she made the material even the difficult parts readily understandable. Would definitely recommend her as a professor!!
Engineering,298,Cornell University,James,,Bartsch,132526,10,good,TEACHER,PROFESSOR,4.6,4.5,4.5,BEE3650,"He reminds me of Santa Claus. Great professor and approachable. I didn't have much interest in his class to begin with because I'm more interested in biomedical and his class is more bioenvironmental. Still, I liked his class overall."
Economics,298,Cornell University,Panle,Jia,Barwick,2278644,1,poor,TEACHER,PROFESSOR,1.0,,,ECON4906,The worst teacher I have seen at Cornell.
History,298,Cornell University,John,,Barwick,2360280,5,average,TEACHER,PROFESSOR,3.2,4.0,4.0,HIST1431,"Prof Barwick is an affable guy but his classes are very tedious and he assigns way too much reading (expect 20-30 pages sometimes 40 pages of dense history text per night). He's also a VERY tough grader (one of the toughest out there). What's worse, he is a terrible historian (often incorporated his own opinions into lectures)"
Chemistry,298,Cornell University,Jeremy,,Baskin,2400235,1,good,TEACHER,PROFESSOR,5.0,5.0,5.0,CHEM4500,Very inspiring class and professor. One of my two favorite professors up until now!
Biology,298,Cornell University,Andrew,,Bass,270546,9,good,TEACHER,PROFESSOR,3.9,5.0,5.0,BIONB4200,The neurobiology of love and attraction is a great senior seminar. The student presentations are great and the short essays are thought provoking. Definitely a class you should check out in the future!
History,298,Cornell University,Ernesto,,Bassi,1850264,4,good,TEACHER,PROFESSOR,4.0,5.0,5.0,HIST6132,"Professor Bassi is an expert in trade history and globalization. I studied with him when he taught in Spain. If you are interested in these areas, I recommend his class. He loves ""flipping the classroom""."
Economics,298,Cornell University,Kaushik,,Basu,188471,30,good,TEACHER,PROFESSOR,4.0,5.0,5.0,ECON3801,Easily the best professor I have had at Cornell. His lectures are engaging but prelims and exams are rather difficult. 
